,c,r
8475,200061,1
8476,200079,1
8477,200082,1
8478,200085,0
8479,200088,1
8480,200091,1
8481,200094,1
8482,200097,0
8483,200100,1
8484,200103,1
8485,200106,1
8486,200109,1
8487,200112,0
8488,200119,1
8489,200122,0
8490,200125,1
8491,200128,1
8492,200131,0
8493,200134,1
8494,200137,1
8495,200140,0
8496,200143,1
8497,200146,1
8498,200149,1
8499,200152,0
8500,200155,1
8501,200158,1
8502,200161,0
8503,200164,0
8504,200167,1
8505,200170,1
8506,200173,0
8507,200176,1
8508,200179,1
8509,200182,0
8510,200185,1
8511,200188,1
8512,200191,1
8513,200194,0
8514,200197,1
8515,200200,1
8516,200203,1
8517,200206,1
8518,200209,0
8519,200212,1
8520,200215,1
8521,200218,1
8522,200221,1
8523,200224,1
8524,200227,0
8525,200230,1
8526,200233,1
8527,200236,0
8528,200239,1
8529,200242,1
8530,200245,1
8531,200248,1
8532,200251,1
8533,200254,1
8534,200257,1
8535,200260,1
8536,200263,1
8537,200266,0
8538,200269,0
8539,200272,1
8540,200275,1
8541,200278,0
8542,200281,0
8543,200284,1
8544,200287,0
8545,200290,1
8546,200293,0
8547,200296,0
8548,200299,0
8549,200302,1
8550,200305,0
8551,200308,0
8552,200311,1
8553,200314,1
8554,200317,1
8555,200320,1
8556,200323,0
8557,200326,1
8558,200329,1
8559,200332,0
8560,200335,1
8561,200338,0
8562,200341,1
8563,200344,0
8564,200347,0
8565,200350,1
8566,200353,0
8567,200356,1
8568,200359,1
8569,200362,0
8570,200365,1
8571,200368,1
8572,200371,0
8573,200374,0
8574,200377,0
8575,200380,0
8576,200383,0
8577,200386,0
8578,200389,1
8579,200392,0
8580,200395,1
8581,200398,1
8582,200401,1
8583,200404,0
8584,200407,1
8585,200410,1
8586,200413,1
8587,200416,1
8588,200419,1
8589,200422,1
8590,200439,1
8591,200442,0
8592,200445,1
8593,200448,0
8594,200451,1
8595,200454,0
8596,200457,1
8597,200460,1
8598,200463,1
8599,200479,1
8600,200482,0
8601,200485,0
8602,200488,1
8603,200491,1
8604,200494,1
8605,200497,0
8606,200500,0
8607,200503,1
8608,200506,1
8609,200509,0
8610,200512,1
8611,200515,0
8612,200518,0
8613,200521,1
8614,200524,0
8615,200527,0
8616,200530,1
8617,200533,0
8618,200536,0
8619,200539,1
8620,200542,0
8621,200545,1
8622,200548,1
8623,200551,1
8624,200554,1
8625,200557,1
8626,200560,1
8627,200563,0
8628,200566,1
8629,200569,1
8630,200572,0
8631,200575,0
8632,200578,0
8633,200581,0
8634,200584,1
8635,200587,1
8636,200590,1
8637,200593,1
8638,200596,0
8639,200599,0
8640,200602,1
8641,200605,0
8642,200608,0
8643,200611,0
8644,200614,1
8645,200617,1
8646,200620,0
8647,200623,1
8648,200626,1
8649,200629,0
8650,200632,1
8651,200635,1
8652,200638,1
8653,200641,0
8654,200644,1
8655,200647,0
8656,200650,0
8657,200653,0
8658,200656,1
8659,200659,0
8660,200662,1
8661,200665,0
8662,200668,1
8663,200671,1
8664,200674,0
8665,200677,1
8666,200680,0
8667,200683,1
8668,200686,0
8669,200689,1
8670,200692,1
8671,200695,0
8672,200698,0
8673,200701,1
8674,200704,1
8675,200707,1
8676,200710,0
8677,200713,1
8678,200716,0
8679,200719,1
8680,200722,1
8681,200725,0
8682,200728,0
8683,200731,0
8684,200734,1
8685,200737,0
8686,200740,1
8687,200743,1
8688,200746,1
8689,200749,0
8690,200752,0
8691,200755,1
8692,200758,0
8693,200761,0
8694,200764,1
8695,200767,1
8696,200770,1
8697,200773,0
8698,200775,0
8699,200779,1
8700,200782,1
8701,200785,1
8702,200799,1
8703,200802,0
8704,200805,1
8705,200808,0
8706,200811,1
8707,200814,0
8708,200817,0
8709,200820,0
8710,200823,1
8711,200826,1
8712,200829,0
8713,200832,1
8714,200835,1
8715,200838,0
8716,200841,0
8717,200844,1
8718,200847,0
8719,200850,1
8720,200853,1
8721,200856,0
8722,200859,0
8723,200862,0
8724,200865,0
8725,200868,1
8726,200871,1
8727,200874,0
8728,200877,1
8729,200880,1
8730,200883,1
8731,200886,1
8732,200889,1
8733,200892,0
8734,200895,1
8735,200898,0
8736,200901,1
8737,200904,0
8738,200907,1
8739,200910,0
8740,200913,1
8741,200916,0
8742,200919,0
8743,200922,1
8744,200925,1
8745,200928,1
8746,200931,0
8747,200934,0
8748,200937,0
8749,200940,1
8750,200943,0
8751,200946,1
8752,200949,1
8753,200952,0
8754,200955,0
8755,200958,0
8756,200961,0
8757,200964,1
8758,200967,1
8759,200970,1
8760,200973,0
8761,200976,1
8762,200979,0
8763,200982,1
8764,200985,1
8765,200988,0
8766,200991,0
8767,200994,1
8768,200997,1
8769,201000,0
8770,201003,0
8771,201006,1
8772,201009,1
8773,201012,1
8774,201015,0
8775,201018,1
8776,201021,1
8777,201024,1
8778,201027,1
8779,201030,1
8780,201033,0
8781,201036,0
8782,201039,1
8783,201042,1
8784,201045,1
8785,201048,0
8786,201051,0
8787,201054,0
8788,201057,0
8789,201060,0
8790,201063,1
8791,201066,1
8792,201069,0
8793,201072,0
8794,201075,1
8795,201078,1
8796,201081,0
8797,201084,0
8798,201087,1
8799,201090,1
8800,201093,1
8801,201096,0
8802,201099,0
8803,201102,1
8804,201105,0
8805,201108,1
8806,201111,0
8807,201114,0
8808,201117,0
8809,201120,1
8810,201123,0
8811,201126,0
8812,201129,0
8813,201132,0
8814,201135,1
8815,201138,0
8816,201141,0
8817,201144,1
8818,201147,1
8819,201150,1
8820,201153,0
8821,201156,1
8822,201159,1
8823,201162,1
8824,201165,1
8825,201168,0
8826,201171,0
8827,201174,1
8828,201177,1
8829,201199,0
8830,201202,0
8831,201205,1
8832,201208,0
8833,201211,0
8834,201214,1
8835,201217,0
8836,201220,1
8837,201223,0
8838,201226,0
8839,201229,0
8840,201232,1
8841,201235,0
8842,201238,1
8843,201241,0
8844,201244,1
8845,201247,1
8846,201250,1
8847,201253,1
8848,201256,1
8849,201259,0
8850,201262,1
8851,201265,1
8852,201268,0
8853,201271,1
8854,201274,1
8855,201277,0
8856,201280,1
8857,201283,0
8858,201286,1
8859,201289,0
8860,201292,1
8861,201295,1
8862,201298,1
8863,201301,1
8864,201304,0
8865,201307,1
8866,201310,0
8867,201313,1
8868,201316,0
8869,201319,1
8870,201322,0
8871,201325,1
8872,201328,1
8873,201331,0
8874,201334,0
8875,201337,1
8876,201340,0
8877,201343,1
8878,201346,0
8879,201349,1
8880,201352,1
8881,201355,1
8882,201358,1
8883,201361,0
8884,201364,1
8885,201367,1
8886,201370,0
8887,201373,0
8888,201376,0
8889,201379,1
8890,201382,1
8891,201385,0
8892,201388,1
8893,201391,0
8894,201394,0
8895,201397,1
8896,201400,1
8897,201403,0
8898,201406,1
8899,201409,1
8900,201412,0
8901,201415,1
8902,201418,1
8903,201421,0
8904,201424,0
8905,201427,0
8906,201430,1
8907,201433,0
8908,201436,0
8909,201439,0
8910,201442,0
8911,201445,1
8912,201448,0
8913,201451,1
8914,201454,1
8915,201457,0
8916,201460,0
8917,201461,0
8918,201466,1
8919,201469,0
8920,201472,0
8921,201475,1
8922,201478,1
8923,201481,0
8924,201484,1
8925,201487,1
8926,201490,0
8927,201493,1
8928,201496,1
8929,201499,0
8930,201502,0
8931,201505,0
8932,201508,0
8933,201511,1
8934,201514,0
8935,201517,0
8936,201520,0
8937,201523,1
8938,201526,0
8939,201529,0
8940,201532,0
8941,201535,0
8942,201538,1
8943,201541,1
8944,201544,1
8945,201547,1
8946,201550,0
8947,201553,1
8948,201556,1
8949,201559,0
8950,201562,0
8951,201565,1
8952,201568,0
8953,201571,1
8954,201574,1
8955,201577,1
8956,201580,0
8957,201599,1
8958,201602,0
8959,201605,1
8960,201608,1
8961,201611,1
8962,201614,0
8963,201617,1
8964,201620,0
8965,201623,1
8966,201626,0
8967,201629,0
8968,201632,1
8969,201635,1
8970,201638,0
8971,201641,0
8972,201644,0
8973,201647,0
8974,201650,0
8975,201653,1
8976,201656,0
8977,201659,1
8978,201662,0
8979,201665,1
8980,201668,0
8981,201671,0
8982,201674,0
8983,201677,1
8984,201680,0
8985,201683,1
8986,201686,1
8987,201689,1
8988,201692,1
8989,201695,1
8990,201698,0
8991,201701,0
8992,201704,0
8993,201707,0
8994,201710,0
8995,201713,1
8996,201716,0
8997,201719,1
8998,201722,1
8999,201725,0
9000,201728,0
9001,201731,0
9002,201734,0
9003,201737,0
9004,201740,1
9005,201743,0
9006,201746,1
9007,201749,0
9008,201752,1
9009,201755,1
9010,201758,1
9011,201761,1
9012,201764,1
9013,201767,1
9014,201770,0
9015,201773,0
9016,201776,0
9017,201779,0
9018,201782,0
9019,201785,1
9020,201788,1
9021,201791,0
9022,201794,0
9023,201797,0
9024,201800,0
9025,201803,1
9026,201806,1
9027,201809,0
9028,201812,0
9029,201815,0
9030,201818,0
9031,201821,1
9032,201824,0
9033,201827,1
9034,201830,0
9035,201833,1
9036,201836,0
9037,201839,0
9038,201842,0
9039,201845,1
9040,201848,1
9041,201851,0
9042,201854,0
9043,201857,1
9044,201879,1
9045,201882,0
9046,201885,1
9047,201888,0
9048,201891,1
9049,201894,0
9050,201895,0
9051,201900,0
9052,201903,0
9053,201906,0
9054,201909,0
9055,201912,1
9056,201915,1
9057,201918,0
9058,201921,0
9059,201924,1
9060,201927,0
9061,201930,1
9062,201933,0
9063,201936,0
9064,201939,1
9065,201942,1
9066,201945,0
9067,201948,0
9068,201951,1
9069,201954,0
9070,201957,0
9071,201960,1
9072,201963,1
9073,201966,0
9074,201969,0
9075,201972,1
9076,201975,1
9077,201978,0
9078,201981,1
9079,201984,1
9080,201987,1
9081,201990,0
9082,201993,0
9083,201996,0
9084,201999,1
9085,202002,0
9086,202005,1
9087,202008,0
9088,202011,0
9089,202014,1
9090,202017,1
9091,202020,0
9092,202023,0
9093,202026,1
9094,202029,0
9095,202032,0
9096,202035,1
9097,202038,1
9098,202039,1
9099,202044,1
9100,202047,0
9101,202050,0
9102,202053,0
9103,202056,1
9104,202059,0
9105,202062,0
9106,202065,1
9107,202068,1
9108,202071,0
9109,202074,1
9110,202077,0
9111,202080,1
9112,202083,1
9113,202086,1
9114,202089,1
9115,202092,0
9116,202095,1
9117,202098,0
9118,202101,1
9119,202104,0
9120,202107,1
9121,202110,1
9122,202113,1
9123,202116,1
9124,202119,1
9125,202122,1
9126,202125,0
9127,202128,1
9128,202131,0
9129,202134,1
9130,202137,0
9131,202140,0
9132,202143,0
9133,202146,1
9134,202149,0
9135,202152,0
9136,202155,1
9137,202158,1
9138,202159,1
9139,202164,1
9140,202167,0
9141,202170,1
9142,202173,1
9143,202176,0
9144,202179,1
9145,202182,1
9146,202185,1
9147,202188,0
9148,202191,1
9149,202199,0
9150,202202,1
9151,202205,0
9152,202208,1
9153,202211,0
9154,202214,1
9155,202217,1
9156,202220,0
9157,202223,0
9158,202226,1
9159,202229,1
9160,202232,0
9161,202235,1
9162,202238,1
9163,202241,0
9164,202244,0
9165,202247,0
9166,202250,0
9167,202253,1
9168,202256,1
9169,202259,1
9170,202262,0
9171,202265,1
9172,202268,1
9173,202271,1
9174,202274,0
9175,202277,0
9176,202280,1
9177,202283,0
9178,202286,0
9179,202289,0
9180,202292,1
9181,202295,0
9182,202298,1
9183,202301,0
9184,202304,1
9185,202307,0
9186,202310,1
9187,202313,1
9188,202316,0
9189,202319,0
9190,202322,0
9191,202325,0
9192,202328,0
9193,202331,1
9194,202334,0
9195,202337,1
9196,202340,1
9197,202343,1
9198,202346,1
9199,202349,0
9200,202352,1
9201,202355,0
9202,202358,0
9203,202361,1
9204,202364,0
9205,202367,0
9206,202370,1
9207,202373,0
9208,202376,0
9209,202379,0
9210,202382,0
9211,202385,1
9212,202388,0
9213,202391,0
9214,202394,0
9215,202397,0
9216,202400,0
9217,202403,0
9218,202406,1
9219,202409,0
9220,202412,1
9221,202415,0
9222,202418,0
9223,202421,0
9224,202424,1
9225,202427,0
9226,202439,1
9227,202442,1
9228,202445,1
9229,202448,1
9230,202451,0
9231,202454,1
9232,202457,1
9233,202479,1
9234,202482,0
9235,202485,1
9236,202488,0
9237,202491,1
9238,202494,1
9239,202497,0
9240,202500,0
9241,202503,1
9242,202506,0
9243,202509,0
9244,202512,1
9245,202515,1
9246,202518,1
9247,202521,1
9248,202524,1
9249,202527,1
9250,202530,1
9251,202533,1
9252,202536,0
9253,202539,1
9254,202542,0
9255,202545,0
9256,202548,1
9257,202551,1
9258,202554,0
9259,202557,0
9260,202560,0
9261,202563,0
9262,202566,1
9263,202569,0
9264,202572,1
9265,202575,1
9266,202578,0
9267,202581,0
9268,202584,0
9269,202587,1
9270,202590,1
9271,202593,1
9272,202596,0
9273,202599,0
9274,202602,1
9275,202605,0
9276,202608,0
9277,202611,1
9278,202614,1
9279,202617,1
9280,202620,1
9281,202623,1
9282,202626,1
9283,202629,1
9284,202632,1
9285,202635,1
9286,202638,1
9287,202641,1
9288,202644,0
9289,202647,0
9290,202650,1
9291,202653,0
9292,202656,1
9293,202659,0
9294,202662,1
9295,202665,0
9296,202668,0
9297,202671,0
9298,202674,0
9299,202677,1
9300,202680,1
9301,202683,0
9302,202686,0
9303,202689,1
9304,202692,1
9305,202695,1
9306,202698,0
9307,202701,1
9308,202704,0
9309,202707,0
9310,202710,1
9311,202713,0
9312,202716,1
9313,202719,0
9314,202722,0
9315,202725,1
9316,202728,0
9317,202731,1
9318,202734,0
9319,202737,1
9320,202740,1
9321,202743,0
9322,202746,1
9323,202749,0
9324,202752,1
9325,202755,1
9326,202758,0
9327,202761,1
9328,202764,0
9329,202767,1
9330,202770,1
9331,202773,0
9332,202776,0
9333,202779,1
9334,202782,0
9335,202785,1
9336,202788,0
9337,202791,1
9338,202794,1
9339,202797,1
9340,202800,1
9341,202803,1
9342,202806,1
9343,202809,0
9344,202812,0
9345,202815,0
9346,202818,0
9347,202821,1
9348,202824,1
9349,202827,1
9350,202830,0
9351,202833,1
9352,202836,1
9353,202839,1
9354,202842,1
9355,202845,0
9356,202848,1
9357,202851,1
9358,202854,1
9359,202857,0
9360,202860,0
9361,202863,0
9362,202866,0
9363,202869,1
9364,202872,1
9365,202875,0
9366,202878,0
9367,202881,0
9368,202884,1
9369,202887,0
9370,202890,0
9371,202893,1
9372,202896,0
9373,202899,0
9374,202902,0
9375,202905,0
9376,202908,0
9377,202911,1
9378,202914,1
9379,202917,0
9380,202920,0
9381,202923,0
9382,202926,0
9383,202929,0
9384,202932,0
9385,202935,1
9386,202938,1
9387,202941,0
9388,202944,1
9389,202947,0
9390,202950,1
9391,202953,0
9392,202956,1
9393,202959,1
9394,202962,1
9395,202965,1
9396,202968,0
9397,202971,1
9398,202974,1
9399,202977,1
9400,202980,0
9401,202983,0
9402,202986,1
9403,202989,1
9404,202992,0
9405,202995,0
9406,202998,0
9407,203001,1
9408,203004,0
9409,203007,0
9410,203010,0
9411,203013,0
9412,203016,0
9413,203019,0
9414,203022,1
9415,203025,0
9416,203028,1
9417,203031,0
9418,203034,1
9419,203037,0
9420,203040,0
9421,203043,0
9422,203046,0
9423,203049,0
9424,203052,0
9425,203055,1
9426,203058,0
9427,203061,1
9428,203064,1
9429,203067,0
9430,203070,0
9431,203073,1
9432,203076,1
9433,203079,1
9434,203082,1
9435,203085,0
9436,203088,1
9437,203091,0
9438,203094,1
9439,203097,1
9440,203100,1
9441,203119,0
9442,203122,1
9443,203125,0
9444,203128,1
9445,203131,1
9446,203134,0
9447,203137,0
9448,203140,1
9449,203143,0
9450,203146,1
9451,203149,1
9452,203152,1
9453,203155,0
9454,203158,1
9455,203161,0
9456,203164,0
9457,203167,1
9458,203170,1
9459,203173,1
9460,203176,1
9461,203179,1
9462,203182,1
9463,203185,1
9464,203188,1
9465,203191,0
9466,203194,0
9467,203197,0
9468,203200,0
9469,203203,1
9470,203206,1
9471,203209,1
9472,203212,0
9473,203215,1
9474,203218,1
9475,203221,1
9476,203224,1
9477,203227,1
9478,203230,0
9479,203233,1
9480,203236,1
9481,203239,1
9482,203242,1
9483,203245,1
9484,203248,1
9485,203251,0
9486,203254,1
9487,203257,1
9488,203260,0
9489,203263,0
9490,203266,0
9491,203269,1
9492,203272,0
9493,203275,1
9494,203278,1
9495,203281,0
9496,203284,0
9497,203287,0
9498,203290,1
9499,203293,1
9500,203296,1
9501,203299,1
9502,203302,0
9503,203305,0
9504,203308,0
9505,203311,0
9506,203314,0
9507,203317,0
9508,203320,0
9509,203323,1
9510,203326,0
9511,203329,0
9512,203332,1
9513,203335,1
9514,203338,0
9515,203341,1
9516,203344,0
9517,203347,1
9518,203350,0
9519,203353,1
9520,203356,1
9521,203359,0
9522,203362,0
9523,203365,0
9524,203368,1
9525,203371,1
9526,203374,0
9527,203377,1
9528,203380,0
9529,203383,1
9530,203386,0
9531,203389,1
9532,203392,1
9533,203395,0
9534,203398,0
9535,203401,1
9536,203404,1
9537,203407,1
9538,203410,1
9539,203413,0
9540,203419,0
9541,203422,0
9542,203425,0
9543,203428,1
9544,203431,1
9545,203434,0
9546,203437,1
9547,203440,1
9548,203443,1
9549,203459,1
9550,203462,0
9551,203465,0
9552,203468,1
9553,203471,1
9554,203474,0
9555,203477,1
9556,203480,1
9557,203483,0
9558,203486,1
9559,203489,0
9560,203492,1
9561,203495,1
9562,203498,1
9563,203501,0
9564,203504,0
9565,203507,1
9566,203510,1
9567,203513,1
9568,203516,1
9569,203519,1
9570,203522,0
9571,203525,1
9572,203528,0
9573,203531,1
9574,203534,1
9575,203537,1
9576,203540,1
9577,203543,1
9578,203546,1
9579,203549,1
9580,203552,1
9581,203555,1
9582,203558,1
9583,203561,0
9584,203564,1
9585,203567,1
9586,203570,1
9587,203573,0
9588,203576,1
9589,203579,1
9590,203582,1
9591,203585,0
9592,203588,0
9593,203591,0
9594,203594,1
9595,203597,0
9596,203600,1
9597,203603,0
9598,203606,0
9599,203609,1
9600,203612,1
9601,203615,1
9602,203618,0
9603,203621,1
9604,203624,1
9605,203627,1
9606,203630,1
9607,203633,1
9608,203636,0
9609,203639,1
9610,203642,0
9611,203645,0
9612,203648,1
9613,203651,0
9614,203654,0
9615,203657,1
9616,203660,1
9617,203663,1
9618,203666,0
9619,203669,0
9620,203672,1
9621,203675,1
9622,203678,0
9623,203681,0
9624,203684,0
9625,203687,1
9626,203690,1
9627,203693,0
9628,203696,0
9629,203699,1
9630,203702,1
9631,203705,1
9632,203708,0
9633,203711,0
9634,203714,1
9635,203717,0
9636,203720,0
9637,203723,0
9638,203726,1
9639,203729,1
9640,203732,0
9641,203735,1
9642,203738,1
9643,203741,1
9644,203744,0
9645,203747,0
9646,203750,1
9647,203753,0
9648,203756,1
9649,203759,1
9650,203762,0
9651,203765,0
9652,203768,1
9653,203771,0
9654,203774,0
9655,203777,0
9656,203780,0
9657,203783,0
9658,203786,1
9659,203799,1
9660,203802,1
9661,203805,1
9662,203808,1
9663,203811,1
9664,203814,1
9665,203817,0
9666,203820,0
9667,203823,1
9668,203826,1
9669,203829,1
9670,203832,0
9671,203835,1
9672,203838,0
9673,203841,1
9674,203844,1
9675,203847,0
9676,203850,0
9677,203853,1
9678,203856,0
9679,203859,0
9680,203862,1
9681,203865,0
9682,203868,1
9683,203871,1
9684,203874,1
9685,203877,0
9686,203880,1
9687,203883,1
9688,203886,0
9689,203889,1
9690,203892,1
9691,203895,1
9692,203898,0
9693,203901,1
9694,203904,1
9695,203907,1
9696,203910,1
9697,203913,1
9698,203916,1
9699,203919,1
9700,203922,0
9701,203925,0
9702,203928,1
9703,203931,1
9704,203934,0
9705,203937,0
9706,203940,0
9707,203943,0
9708,203946,1
9709,203949,1
9710,203952,1
9711,203955,1
9712,203958,0
9713,203961,1
9714,203964,0
9715,203967,0
9716,203970,1
9717,203973,0
9718,203976,0
9719,203979,0
9720,203982,1
9721,203985,0
9722,203988,1
9723,203991,1
9724,203994,0
9725,203997,0
9726,204000,1
9727,204003,1
9728,204006,1
9729,204009,0
9730,204012,0
9731,204015,0
9732,204018,1
9733,204021,0
9734,204024,0
9735,204027,1
9736,204030,1
9737,204033,0
9738,204036,0
9739,204039,1
9740,204042,1
9741,204045,1
9742,204048,1
9743,204051,0
9744,204054,1
9745,204057,0
9746,204060,0
9747,204063,0
9748,204066,0
9749,204069,0
9750,204072,1
9751,204075,0
9752,204078,0
9753,204081,0
9754,204084,0
9755,204087,0
9756,204090,1
9757,204093,0
9758,204096,1
9759,204099,1
9760,204102,1
9761,204105,0
9762,204108,1
9763,204111,0
9764,204119,0
9765,204122,0
9766,204125,1
9767,204128,1
9768,204131,1
9769,204134,1
9770,204137,1
9771,204140,0
9772,204143,1
9773,204146,1
9774,204149,1
9775,204152,0
9776,204155,0
9777,204158,0
9778,204161,1
9779,204164,1
9780,204167,0
9781,204170,0
9782,204173,0
9783,204176,1
9784,204179,1
9785,204182,1
9786,204185,0
9787,204188,1
9788,204191,1
9789,204194,1
9790,204197,1
9791,204200,1
9792,204203,1
9793,204206,0
9794,204209,1
9795,204212,1
9796,204215,0
9797,204218,1
9798,204221,0
9799,204224,0
9800,204227,0
9801,204230,0
9802,204233,0
9803,204236,0
9804,204239,0
9805,204242,1
9806,204245,0
9807,204248,1
9808,204251,1
9809,204254,1
9810,204257,0
9811,204260,1
9812,204263,1
9813,204266,0
9814,204269,1
9815,204272,0
9816,204275,1
9817,204278,0
9818,204281,0
9819,204284,1
9820,204287,1
9821,204290,0
9822,204293,0
9823,204296,1
9824,204299,0
9825,204302,1
9826,204305,0
9827,204308,1
9828,204311,1
9829,204314,0
9830,204317,1
9831,204320,0
9832,204323,0
9833,204326,0
9834,204329,1
9835,204332,0
9836,204335,0
9837,204338,0
9838,204341,1
9839,204344,0
9840,204347,0
9841,204350,1
9842,204353,0
9843,204356,1
9844,204359,1
9845,204379,1
9846,204382,0
9847,204385,0
9848,204388,1
9849,204391,1
9850,204394,1
9851,204397,1
9852,204400,1
9853,204403,1
9854,204406,0
9855,204409,0
9856,204412,0
9857,204415,1
9858,204418,1
9859,204421,0
9860,204424,1
9861,204427,1
9862,204430,1
9863,204433,0
9864,204436,0
9865,204439,1
9866,204442,0
9867,204445,0
9868,204448,1
9869,204451,1
9870,204454,0
9871,204457,0
9872,204460,1
9873,204463,1
9874,204466,1
9875,204469,1
9876,204472,0
9877,204475,0
9878,204478,0
9879,204481,1
9880,204484,0
9881,204487,1
9882,204490,0
9883,204493,0
9884,204496,1
9885,204499,0
9886,204502,1
9887,204505,0
9888,204508,1
9889,204511,0
9890,204514,0
9891,204517,1
9892,204520,0
9893,204523,0
9894,204526,0
9895,204529,1
9896,204532,0
9897,204535,1
9898,204538,1
9899,204541,0
9900,204544,1
9901,204547,1
9902,204550,0
9903,204553,0
9904,204556,0
9905,204559,1
9906,204562,1
9907,204565,0
9908,204568,0
9909,204571,1
9910,204574,0
9911,204577,1
9912,204580,0
9913,204583,1
9914,204586,1
9915,204589,1
9916,204592,1
9917,204595,1
9918,204598,1
9919,204601,1
9920,204604,0
9921,204607,0
9922,204610,0
9923,204613,1
9924,204616,0
9925,204619,0
9926,204622,1
9927,204625,0
9928,204628,0
9929,204631,1
9930,204634,0
9931,204637,0
9932,204640,0
9933,204643,1
9934,204646,1
9935,204649,0
9936,204652,1
9937,204655,1
9938,204658,1
9939,204661,1
9940,204664,1
